,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
1453,1454,1454,black,age.gp1,NoTr,NoTrade,NoGroup,16,6,4,4,2,9,5,2,3,13,2,14,7,9
1629,1630,1630,white,age.gp1,NoTr,NoTrade,NoGroup,9,2,3,2,2,2,5,2,2,7,0,9,7,2
2077,2078,2078,black,age.gp3,NoTr,NoTrade,NoGroup,6,1,1,3,1,5,1,0,1,5,2,4,4,2
2102,2103,2103,white,age.gp2,Tr,NoTrade,Group,31,2,18,5,6,2,21,8,13,18,0,31,20,11
2218,2219,2219,black,age.gp4,NoTr,Trade,Group,7,0,4,1,2,3,4,0,3,4,0,7,6,1
2227,2228,2228,black,age.gp4,NoTr,Trade,Group,5,1,1,0,3,2,3,0,1,4,1,4,4,1
2369,2370,2370,black,age.gp2,Tr,NoTrade,Group,20,1,11,3,5,13,7,0,5,15,2,18,12,8
2414,2415,2415,white,age.gp3,NoTr,Trade,Group,19,0,8,6,5,2,16,1,10,9,2,17,15,4
2516,2517,2517,black,age.gp2,NoTr,NoTrade,Group,17,2,8,4,3,10,6,1,2,15,1,16,12,5
2606,2607,2607,black,age.gp2,NoTr,NoTrade,Group,25,0,11,9,5,15,10,0,5,20,1,24,10,15
2656,2657,2657,black,age.gp1,NoTr,NoTrade,NoGroup,10,2,3,3,2,7,1,2,3,7,1,9,4,6
2764,2765,2765,black,age.gp2,NoTr,NoTrade,NoGroup,9,0,4,3,2,6,3,0,2,7,1,8,5,4
53,54,54,white,age.gp2,Tr,NoTrade,Group,27,2,14,11,0,4,20,3,14,13,4,23,22,5
230,231,231,white,age.gp2,Tr,NoTrade,Group,16,1,9,5,1,1,13,2,8,8,0,16,11,5
468,469,469,black,age.gp3,NoTr,Trade,Group,9,2,3,2,2,5,3,1,5,4,0,9,2,7
727,728,728,black,age.gp4,NoTr,NoTrade,NoGroup,5,1,2,1,1,3,1,1,1,4,0,5,2,3
1090,1091,1091,black,age.gp1,NoTr,NoTrade,NoGroup,5,2,1,2,0,2,2,1,1,4,0,5,2,3
1345,1346,1346,black,age.gp4,NoTr,NoTrade,Group,9,0,3,2,4,4,4,1,3,6,0,9,5,4
1364,1365,1365,black,age.gp4,NoTr,NoTrade,Group,10,0,4,2,4,6,4,0,5,5,2,8,5,5
1390,1391,1391,black,age.gp3,NoTr,NoTrade,NoGroup,4,1,1,1,1,2,2,0,2,2,1,3,3,1
1406,1407,1407,white,age.gp3,NoTr,NoTrade,Group,27,3,9,6,9,2,20,5,14,13,0,27,22,5
2209,2210,2210,black,age.gp2,NoTr,Trade,Group,26,0,15,6,5,15,11,0,11,15,3,23,20,6
2525,2526,2526,white,age.gp2,NoTr,NoTrade,Group,28,0,17,8,3,3,20,5,11,17,2,26,19,9
2607,2608,2608,black,age.gp2,NoTr,NoTrade,Group,15,2,4,4,5,9,5,1,4,11,2,13,8,7
142,143,143,white,age.gp3,NoTr,NoTrade,Group,21,2,9,4,6,2,15,4,10,11,2,19,16,5
662,663,663,white,age.gp2,NoTr,NoTrade,Group,24,3,11,6,4,2,20,2,10,14,0,24,17,7
965,966,966,black,age.gp2,NoTr,NoTrade,Group,16,1,8,5,2,7,7,2,6,10,2,14,9,7
1249,1250,1250,white,age.gp2,Tr,NoTrade,Group,36,3,21,3,9,6,22,8,16,20,0,36,22,14
1560,1561,1561,white,age.gp3,NoTr,NoTrade,Group,17,1,6,3,7,2,13,2,8,9,0,17,11,6
1587,1588,1588,white,age.gp4,Tr,NoTrade,Group,19,3,4,3,9,1,16,2,6,13,0,19,12,7
1718,1719,1719,white,age.gp2,NoTr,NoTrade,Group,27,3,10,11,3,3,21,3,12,15,0,27,18,9
1810,1811,1811,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,1,0,0,1,1,0
2067,2068,2068,white,age.gp3,Tr,NoTrade,Group,23,2,6,9,6,3,17,3,11,12,2,21,13,10
2085,2086,2086,black,age.gp3,NoTr,NoTrade,NoGroup,9,1,5,3,0,6,2,1,3,6,0,9,4,5
2277,2278,2278,black,age.gp2,Tr,Trade,Group,18,0,11,4,3,6,10,2,7,11,1,17,13,5
2527,2528,2528,white,age.gp2,NoTr,NoTrade,Group,18,2,7,5,4,2,15,1,8,10,0,18,13,5
2850,2851,2851,black,age.gp3,NoTr,NoTrade,Group,18,2,8,5,3,9,6,3,2,16,3,15,9,9
137,138,138,white,age.gp2,NoTr,NoTrade,NoGroup,5,1,2,1,1,1,4,0,2,3,0,5,3,2
282,283,283,white,age.gp2,Tr,NoTrade,Group,19,1,10,5,3,2,13,4,9,10,2,17,11,8
405,406,406,black,age.gp4,NoTr,NoTrade,NoGroup,7,0,1,1,5,6,1,0,2,5,2,5,3,4
457,458,458,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,1,3,0,4,0,0,1,3,0,4,2,2
474,475,475,black,age.gp3,NoTr,Trade,Group,8,0,3,3,2,5,3,0,3,5,1,7,3,5
660,661,661,white,age.gp2,NoTr,NoTrade,Group,29,1,15,6,7,3,25,1,18,11,1,28,24,5
862,863,863,other,age.gp2,Tr,NoTrade,Group,16,2,5,6,3,1,15,0,8,8,1,15,11,5
865,866,866,other,age.gp2,Tr,NoTrade,Group,13,2,5,4,2,2,11,0,6,7,2,11,12,1
967,968,968,white,age.gp2,Tr,NoTrade,Group,29,1,11,7,10,4,23,2,6,23,3,26,18,11
1014,1015,1015,white,age.gp1,NoTr,NoTrade,NoGroup,11,5,2,3,1,1,7,3,6,5,0,11,7,4
1294,1295,1295,white,age.gp4,NoTr,NoTrade,Group,7,1,2,1,3,3,4,0,2,5,0,7,4,3
1606,1607,1607,white,age.gp3,Tr,NoTrade,NoGroup,8,2,2,3,1,1,6,1,3,5,1,7,5,3
1749,1750,1750,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,1,2,4,1,0,2,3,0,5,4,1
1827,1828,1828,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,0,2,2,2,0,2,2,1,3,4,0
1851,1852,1852,black,age.gp3,NoTr,NoTrade,NoGroup,14,1,5,4,4,7,6,1,3,11,1,13,8,6
2064,2065,2065,white,age.gp3,Tr,NoTrade,Group,23,0,9,5,9,4,17,2,11,12,1,22,14,9
2385,2386,2386,white,age.gp2,Tr,NoTrade,Group,29,6,12,6,5,6,20,3,7,22,1,28,17,12
2407,2408,2408,white,age.gp3,NoTr,NoTrade,NoGroup,12,0,4,2,6,1,11,0,5,7,1,11,11,1
2505,2506,2506,black,age.gp2,NoTr,NoTrade,NoGroup,8,0,6,1,1,5,3,0,5,3,2,6,5,3
2745,2746,2746,white,age.gp2,NoTr,NoTrade,Group,16,1,10,3,2,1,12,3,5,11,1,15,11,5
2849,2850,2850,black,age.gp3,NoTr,NoTrade,Group,16,2,3,5,6,8,7,1,7,9,3,13,8,8
264,265,265,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,1,1,2,2,3,0,2,3,0,5,4,1
293,294,294,black,age.gp2,NoTr,NoTrade,Group,19,2,11,5,1,11,8,0,8,11,2,17,13,6
433,434,434,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,4,2,2,1,6,1,4,4,1,7,7,1
566,567,567,other,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,0,2,2,2,0,3,1,1,3,4,0
706,707,707,white,age.gp2,NoTr,NoTrade,Group,22,2,9,9,2,1,18,3,9,13,1,21,12,10
1243,1244,1244,white,age.gp2,Tr,NoTrade,NoGroup,6,0,4,0,2,2,4,0,1,5,0,6,4,2
1259,1260,1260,black,age.gp3,NoTr,NoTrade,NoGroup,7,2,2,1,2,5,2,0,3,4,0,7,4,3
1352,1353,1353,black,age.gp4,NoTr,NoTrade,Group,6,0,2,1,3,4,2,0,2,4,0,6,3,3
1427,1428,1428,white,age.gp2,Tr,NoTrade,Group,29,3,17,5,4,2,23,4,15,14,1,28,22,7
1720,1721,1721,white,age.gp2,NoTr,NoTrade,Group,30,3,19,3,5,1,25,4,12,18,3,27,18,12
2228,2229,2229,black,age.gp4,NoTr,Trade,Group,9,2,3,2,2,5,4,0,4,5,0,9,5,4
2411,2412,2412,white,age.gp3,NoTr,Trade,Group,13,2,6,2,3,2,11,0,5,8,0,13,10,3
2458,2459,2459,black,age.gp1,NoTr,NoTrade,NoGroup,7,2,1,1,3,5,1,1,2,5,1,6,3,4
2460,2461,2461,black,age.gp1,NoTr,NoTrade,NoGroup,8,3,2,1,2,6,0,2,1,7,3,5,4,4
2654,2655,2655,black,age.gp1,NoTr,NoTrade,NoGroup,16,9,5,0,2,9,3,4,7,9,3,13,7,9
2677,2678,2678,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,1,2,2,4,1,0,1,4,0,5,4,1
2681,2682,2682,black,age.gp3,NoTr,NoTrade,NoGroup,3,1,1,0,1,2,1,0,2,1,0,3,3,0
2715,2716,2716,white,age.gp4,NoTr,NoTrade,Group,7,0,3,1,3,1,6,0,5,2,0,7,5,2
2789,2790,2790,white,age.gp2,NoTr,NoTrade,Group,20,5,7,6,2,2,16,2,8,12,3,17,16,4
2838,2839,2839,black,age.gp2,NoTr,NoTrade,NoGroup,16,3,7,4,2,9,7,0,3,13,0,16,8,8
2864,2865,2865,white,age.gp2,Tr,NoTrade,Group,33,3,16,10,4,2,26,5,14,19,3,30,22,11
2887,2888,2888,white,age.gp1,NoTr,NoTrade,Group,35,16,7,5,7,4,21,10,14,21,4,31,19,16
19,20,20,black,age.gp4,NoTr,Trade,NoGroup,3,0,1,1,1,2,1,0,1,2,0,3,3,0
1936,1937,1937,white,age.gp4,NoTr,NoTrade,Group,9,1,0,2,6,3,6,0,2,7,1,8,6,3
2845,2846,2846,black,age.gp3,NoTr,NoTrade,Group,19,1,7,4,7,11,7,1,4,15,6,13,12,7
20,21,21,black,age.gp4,NoTr,Trade,NoGroup,5,0,2,1,2,3,1,1,1,4,2,3,5,0
466,467,467,black,age.gp3,NoTr,Trade,Group,17,2,5,7,3,6,9,2,4,13,2,15,5,12
869,870,870,other,age.gp2,Tr,NoTrade,Group,11,2,5,1,3,1,9,1,4,7,2,9,8,3
1373,1374,1374,black,age.gp4,NoTr,NoTrade,Group,12,0,4,4,4,8,4,0,4,8,1,11,7,5
2216,2217,2217,black,age.gp4,NoTr,Trade,Group,7,2,0,0,5,4,3,0,2,5,1,6,2,5
2659,2660,2660,white,age.gp2,NoTr,NoTrade,Group,25,1,9,9,6,3,19,3,8,17,3,22,16,9
21,22,22,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1071,1072,1072,white,age.gp4,NoTr,NoTrade,Group,12,0,4,4,4,1,11,0,5,7,2,10,8,4
22,23,23,black,age.gp4,NoTr,Trade,NoGroup,8,0,1,4,3,6,2,0,1,7,0,8,4,4
360,361,361,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,3,1,0,0,4,1,3,2,2
396,397,397,black,age.gp4,NoTr,NoTrade,NoGroup,12,0,1,1,10,9,3,0,2,10,2,10,9,3
1401,1402,1402,white,age.gp3,NoTr,NoTrade,Group,20,4,8,4,4,3,16,1,8,12,3,17,13,7
1621,1622,1622,white,age.gp2,Tr,NoTrade,Group,24,2,11,2,9,2,19,3,8,16,5,19,15,9
1760,1761,1761,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,0,2,4,0,0,1,3,2,2,2,2
2854,2855,2855,black,age.gp3,NoTr,NoTrade,Group,12,2,7,1,2,9,3,0,4,8,2,10,4,8
23,24,24,black,age.gp4,NoTr,Trade,NoGroup,3,0,3,0,0,2,1,0,0,3,1,2,2,1
2206,2207,2207,black,age.gp2,NoTr,Trade,Group,23,2,10,5,6,17,5,1,4,19,4,19,10,13
2319,2320,2320,white,age.gp2,NoTr,NoTrade,NoGroup,10,0,6,2,2,3,6,1,3,7,3,7,7,3
24,25,25,black,age.gp4,NoTr,Trade,NoGroup,3,0,0,3,0,2,1,0,0,3,0,3,2,1
2735,2736,2736,black,age.gp3,NoTr,NoTrade,NoGroup,11,0,8,1,2,7,4,0,4,7,1,10,7,4
25,26,26,black,age.gp4,NoTr,Trade,NoGroup,3,0,1,0,2,2,1,0,0,3,1,2,3,0
315,316,316,white,age.gp4,NoTr,NoTrade,Group,6,1,0,1,4,1,5,0,2,4,1,5,2,4
2219,2220,2220,black,age.gp4,NoTr,Trade,Group,10,1,0,2,7,7,2,1,1,9,4,6,5,5
2346,2347,2347,black,age.gp2,NoTr,NoTrade,Group,11,1,6,1,3,5,6,0,6,5,3,8,7,4
26,27,27,black,age.gp4,NoTr,Trade,NoGroup,4,0,2,1,1,1,2,1,2,2,0,4,2,2
226,227,227,black,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,0,2,2,2,1,2,3,1,4,3,2
610,611,611,other,age.gp4,NoTr,NoTrade,NoGroup,7,2,1,2,2,3,4,0,4,3,2,5,4,3
947,948,948,white,age.gp3,Tr,NoTrade,Group,17,0,6,6,5,1,16,0,9,8,2,15,14,3
1321,1322,1322,white,age.gp2,Tr,NoTrade,Group,25,5,12,3,5,3,19,3,9,16,1,24,17,8
27,28,28,black,age.gp4,NoTr,Trade,NoGroup,4,0,1,0,3,2,2,0,1,3,0,4,3,1
505,506,506,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,0,1
704,705,705,white,age.gp2,NoTr,NoTrade,Group,20,2,9,5,4,4,14,2,10,10,3,17,14,6
1354,1355,1355,black,age.gp4,NoTr,NoTrade,Group,10,0,4,1,5,8,2,0,2,8,2,8,5,5
1797,1798,1798,white,age.gp4,Tr,NoTrade,Group,9,1,1,2,5,2,7,0,3,6,1,8,6,3
28,29,29,black,age.gp4,NoTr,Trade,NoGroup,4,0,0,1,3,4,0,0,0,4,0,4,1,3
454,455,455,black,age.gp3,NoTr,NoTrade,NoGroup,4,1,2,0,1,3,0,1,1,3,1,3,2,2
504,505,505,black,age.gp4,NoTr,NoTrade,NoGroup,7,0,0,3,4,5,2,0,0,7,3,4,4,3
1363,1364,1364,black,age.gp4,NoTr,NoTrade,Group,8,2,3,1,2,2,5,1,1,7,3,5,6,2
1527,1528,1528,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,0,1,2,1,3,0,2,2,1,3,2,2
29,30,30,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1529,1530,1530,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,3,0,3,5,1,0,0,6,1,5,0,6
30,31,31,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1766,1767,1767,black,age.gp4,NoTr,NoTrade,NoGroup,9,0,1,4,4,7,2,0,1,8,2,7,5,4
31,32,32,black,age.gp4,NoTr,Trade,NoGroup,2,0,0,1,1,0,2,0,0,2,0,2,2,0
103,104,104,white,age.gp3,NoTr,NoTrade,Group,21,4,5,6,6,2,17,2,9,12,1,20,9,12
2952,2953,2953,white,age.gp4,NoTr,NoTrade,Group,8,2,2,2,2,1,6,1,3,5,1,7,6,2
32,33,33,black,age.gp4,NoTr,Trade,NoGroup,3,0,1,0,2,3,0,0,0,3,1,2,1,2
370,371,371,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,1,1,0,0,2,1,1,1,1
1416,1417,1417,black,age.gp2,NoTr,NoTrade,NoGroup,8,1,2,2,3,7,1,0,2,6,1,7,2,6
2238,2239,2239,black,age.gp4,NoTr,Trade,Group,11,1,2,1,7,6,5,0,3,8,2,9,9,2
33,34,34,black,age.gp4,NoTr,Trade,NoGroup,4,0,1,1,2,0,4,0,3,1,0,4,4,0
1250,1251,1251,white,age.gp2,Tr,NoTrade,Group,28,3,16,0,9,3,23,2,10,18,2,26,19,9
1583,1584,1584,white,age.gp4,Tr,NoTrade,Group,11,1,4,2,4,2,8,1,4,7,3,8,8,3
2071,2072,2072,white,age.gp3,Tr,NoTrade,Group,16,0,3,3,10,2,14,0,5,11,1,15,11,5
2946,2947,2947,white,age.gp4,NoTr,NoTrade,Group,10,2,2,2,4,1,9,0,2,8,1,9,6,4
34,35,35,black,age.gp4,NoTr,Trade,NoGroup,2,1,0,0,1,0,2,0,1,1,0,2,1,1
1060,1061,1061,white,age.gp4,NoTr,NoTrade,Group,9,0,2,2,5,2,7,0,5,4,1,8,7,2
1722,1723,1723,white,age.gp1,Tr,NoTrade,NoGroup,20,9,3,2,6,3,12,5,5,15,3,17,10,10
35,36,36,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,1,0
1358,1359,1359,black,age.gp4,NoTr,NoTrade,Group,22,1,4,10,7,13,8,1,4,18,1,21,9,13
36,37,37,black,age.gp4,NoTr,Trade,NoGroup,8,0,3,1,4,6,1,1,1,7,1,7,2,6
38,39,39,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1046,1047,1047,black,age.gp4,NoTr,NoTrade,NoGroup,8,0,1,1,6,6,2,0,1,7,2,6,4,4
1758,1759,1759,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,0,1
1814,1815,1815,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,1,4,4,1,1,1,5,1,5,2,4
2137,2138,2138,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,2,1,1,2,2,0,1,3,1,3,2,2
2341,2342,2342,white,age.gp2,Tr,NoTrade,Group,18,1,13,2,2,3,14,1,8,10,4,14,9,9
2608,2609,2609,black,age.gp2,NoTr,NoTrade,Group,25,2,10,7,6,9,12,4,9,16,2,23,8,17
2730,2731,2731,black,age.gp3,NoTr,NoTrade,NoGroup,11,1,3,1,6,6,4,1,2,9,1,10,5,6
37,38,38,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
493,494,494,black,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,0,4,4,2,0,0,6,3,3,4,2
39,40,40,black,age.gp4,NoTr,Trade,NoGroup,6,1,3,1,1,2,4,0,1,5,2,4,3,3
411,412,412,white,age.gp2,Tr,Trade,Group,20,0,12,5,3,3,16,1,8,12,1,19,11,9
2124,2125,2125,white,age.gp3,NoTr,NoTrade,Group,22,3,10,3,6,1,19,2,7,15,2,20,16,6
2184,2185,2185,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,1,2,1,2,2,1,3,2,2
2207,2208,2208,black,age.gp2,NoTr,Trade,Group,18,4,6,4,4,6,12,0,7,11,2,16,9,9
40,41,41,black,age.gp4,NoTr,Trade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
2518,2519,2519,black,age.gp2,NoTr,NoTrade,Group,20,1,10,5,4,9,9,2,6,14,4,16,10,10
41,42,42,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
2046,2047,2047,white,age.gp4,Tr,NoTrade,Group,13,1,3,2,7,2,9,2,4,9,1,12,10,3
42,43,43,black,age.gp4,NoTr,Trade,NoGroup,3,0,0,1,2,3,0,0,0,3,1,2,1,2
362,363,363,black,age.gp4,NoTr,NoTrade,NoGroup,8,0,0,1,7,5,3,0,2,6,1,7,4,4
523,524,524,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,1,3,1,4,1,0,1,4,1,4,4,1
2223,2224,2224,black,age.gp4,NoTr,Trade,Group,9,0,2,2,5,4,5,0,4,5,1,8,3,6
43,44,44,black,age.gp4,NoTr,Trade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
60,61,61,white,age.gp4,NoTr,NoTrade,Group,14,1,4,1,8,3,10,1,4,10,1,13,7,7
44,45,45,black,age.gp4,NoTr,Trade,NoGroup,3,0,0,1,2,2,1,0,0,3,2,1,2,1
882,883,883,white,age.gp3,NoTr,Trade,Group,10,0,3,3,4,1,9,0,3,7,3,7,6,4
2213,2214,2214,black,age.gp4,NoTr,Trade,Group,14,0,5,3,6,7,6,1,1,13,3,11,6,8
45,46,46,black,age.gp4,NoTr,Trade,NoGroup,1,1,0,0,0,0,0,1,0,1,0,1,1,0
1875,1876,1876,other,age.gp1,NoTr,NoTrade,Group,6,1,2,0,3,1,5,0,5,1,1,5,2,4
46,47,47,black,age.gp4,NoTr,Trade,NoGroup,11,2,1,2,6,5,5,1,5,6,2,9,7,4
243,244,244,white,age.gp2,Tr,NoTrade,Group,24,4,12,3,5,2,21,1,9,15,4,20,12,12
517,518,518,black,age.gp3,NoTr,NoTrade,NoGroup,8,2,2,1,3,5,1,2,1,7,1,7,1,7
899,900,900,other,age.gp1,Tr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,1,2,1,2,2,1
1231,1232,1232,white,age.gp4,NoTr,NoTrade,NoGroup,9,0,1,1,7,2,7,0,4,5,2,7,7,2
1361,1362,1362,black,age.gp4,NoTr,NoTrade,Group,6,1,0,1,4,3,3,0,1,5,2,4,4,2
1520,1521,1521,black,age.gp4,NoTr,NoTrade,NoGroup,7,1,0,2,4,6,1,0,1,6,2,5,1,6
1669,1670,1670,black,age.gp1,Tr,Trade,Group,12,7,1,2,2,6,4,2,4,8,4,8,4,8
1789,1790,1790,white,age.gp4,Tr,NoTrade,Group,11,2,3,1,5,1,10,0,3,8,1,10,3,8
2123,2124,2124,white,age.gp3,NoTr,NoTrade,Group,19,2,5,7,5,3,15,1,8,11,4,15,10,9
2253,2254,2254,white,age.gp4,Tr,NoTrade,Group,16,1,1,2,12,2,13,1,5,11,1,15,10,6
47,48,48,black,age.gp4,NoTr,Trade,NoGroup,2,1,0,0,1,1,1,0,0,2,0,2,0,2
714,715,715,black,age.gp4,NoTr,NoTrade,NoGroup,9,0,4,2,3,3,4,2,5,4,1,8,4,5
1625,1626,1626,white,age.gp1,NoTr,NoTrade,NoGroup,12,4,4,2,2,3,8,1,6,6,2,10,7,5
48,49,49,black,age.gp4,NoTr,Trade,NoGroup,3,0,2,1,0,1,2,0,0,3,0,3,2,1
921,922,922,white,age.gp2,NoTr,NoTrade,NoGroup,8,1,2,3,2,2,6,0,1,7,1,7,2,6
1553,1554,1554,white,age.gp3,NoTr,NoTrade,Group,15,0,7,3,5,2,12,1,4,11,1,14,8,7
49,50,50,white,age.gp2,Tr,NoTrade,Group,29,4,12,8,5,2,26,1,8,21,3,26,21,8
57,58,58,black,age.gp2,NoTr,NoTrade,NoGroup,10,0,6,3,1,5,4,1,5,5,2,8,7,3
99,100,100,white,age.gp3,NoTr,NoTrade,Group,10,2,3,4,1,1,8,1,2,8,0,10,7,3
156,157,157,white,age.gp1,NoTr,NoTrade,Group,25,13,4,5,3,1,20,4,5,20,3,22,12,13
820,821,821,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,0,3,1,3,1,4,1,0,5,4,1
867,868,868,other,age.gp2,Tr,NoTrade,Group,15,0,3,7,5,2,13,0,3,12,2,13,10,5
1022,1023,1023,white,age.gp2,NoTr,Trade,Group,19,0,7,10,2,1,16,2,7,12,0,19,10,9
1097,1098,1098,white,age.gp2,NoTr,NoTrade,Group,36,1,19,10,6,2,32,2,23,13,1,35,25,11
1136,1137,1137,white,age.gp2,Tr,NoTrade,Group,22,1,12,4,5,1,19,2,7,15,1,21,16,6
1257,1258,1258,white,age.gp1,Tr,Trade,Group,26,11,6,5,4,3,17,6,6,20,2,24,15,11
1301,1302,1302,white,age.gp4,NoTr,NoTrade,Group,12,1,4,3,4,2,10,0,4,8,1,11,8,4
1327,1328,1328,white,age.gp3,NoTr,NoTrade,NoGroup,11,2,5,2,2,1,10,0,6,5,1,10,9,2
1442,1443,1443,white,age.gp3,Tr,NoTrade,NoGroup,15,2,8,1,4,0,13,2,5,10,1,14,10,5
1468,1469,1469,white,age.gp2,NoTr,Trade,Group,14,2,7,3,2,1,12,1,8,6,2,12,10,4
1618,1619,1619,white,age.gp2,Tr,NoTrade,Group,25,3,10,6,6,3,21,1,9,16,1,24,17,8
1623,1624,1624,white,age.gp1,NoTr,NoTrade,NoGroup,15,5,3,5,2,1,11,3,3,12,2,13,11,4
1804,1805,1805,white,age.gp2,Tr,NoTrade,Group,26,3,12,7,4,1,21,4,11,15,0,26,16,10
